Player,Age,Team,Pos,G,GS,Att,Yds,TD,Rec,Tgt,Y/R,Touch,YScm,RRTD,Fmb,FP
Harrison Bryant,26,LVR,TE,15.75,6.0,1.5,4.0,0.0,18.5,8.65,25.5,20.0,163.75,1.75,0.25,44.875
Tyler Badie,24,DEN,RB,3.0,0.0,11.0,-2.0,0.0,3.0,-0.7,3.0,14.0,84.0,0.0,1.0,9.4
John Bates,27,WAS,TE,16.666666666666668,5.666666666666667,0.0,0.0,0.0,13.666666666666666,8.700000000000001,21.0,13.666666666666666,114.33333333333333,0.3333333333333333,0.6666666666666666,25.76666666666667
Zay Jones,29,ARI,WR,12.777777777777779,7.555555555555555,1.0,3.0,0.0,32.77777777777778,9.933333333333334,53.111111111111114,33.77777777777778,337.6666666666667,1.7777777777777777,0.2222222222222222,76.76666666666668
Jordan Love,26,GNB,QB,12.0,10.666666666666666,25.333333333333332,0.0,0.0,0.0,,0.0,25.333333333333332,109.66666666666667,1.6666666666666667,4.333333333333333,12.300000000000002
Trent Sherfield,28,MIN,WR,16.5,1.5,0.0,0.0,0.0,11.166666666666666,11.966666666666667,20.333333333333332,11.166666666666666,133.83333333333334,0.8333333333333334,0.0,29.55
Jameis Winston,30,CLE,QB,9.88888888888889,7.888888888888889,29.88888888888889,0.0,0.0,0.0,,0.0,29.88888888888889,120.44444444444444,0.6666666666666666,6.0,4.044444444444444
Devin Duvernay,27,JAX,WR,14.0,5.5,6.75,38.0,0.25,21.25,7.725,30.25,28.0,232.0,1.5,0.75,51.95
Raheem Blackshear,25,CAR,RB,14.0,0.5,14.5,22.5,0.0,3.0,7.5,3.5,17.5,85.5,0.0,1.0,9.55
Chris Conley,32,SFO,WR,11.363636363636363,5.545454545454546,0.09090909090909091,0.2727272727272727,0.0,19.363636363636363,14.0,32.63636363636363,19.454545454545453,258.90909090909093,1.2727272727272727,0.45454545454545453,51.981818181818184
Jeff Wilson,29,MIA,RB,10.25,2.625,80.125,84.0,0.75,10.5,7.949999999999999,16.875,90.625,454.5,3.625,1.125,75.45
Michael Burton,32,DEN,FB,14.555555555555555,1.6666666666666667,4.222222222222222,17.444444444444443,0.1111111111111111,2.7777777777777777,6.0,3.3333333333333335,7.0,26.0,0.3333333333333333,0.0,7.377777777777778
Hayden Hurst,31,LAC,TE,12.666666666666666,6.833333333333333,0.0,0.0,0.0,31.666666666666668,9.6,45.166666666666664,31.666666666666668,302.0,2.3333333333333335,0.5,74.86666666666667
DeAndre Carter,31,CHI,WR,12.0,2.1,1.6,9.9,0.0,11.8,10.31111111111111,17.3,13.4,143.8,0.6,2.0,25.78
Jamison Crowder,31,WAS,WR,11.88888888888889,5.111111111111111,1.6666666666666667,8.88888888888889,0.0,42.333333333333336,10.8,64.33333333333333,44.0,486.0,3.2222222222222223,1.5555555555555556,107.15555555555557
Derek Carr,33,NOR,QB,15.3,15.3,29.8,-0.9,0.0,0.1,-9.0,0.1,29.9,85.5,0.7,8.0,-3.1500000000000004
Brandon Powell,29,MIN,WR,14.4,2.0,4.8,20.8,0.0,14.4,8.4,20.8,19.2,144.8,0.6,1.0,30.480000000000004
Clyde Edwards-Helaire,25,NOR,RB,9.25,4.75,68.25,123.0,1.5,14.0,8.7,18.25,82.25,395.0,3.5,0.5,73.5
Scott Miller,27,PIT,WR,14.0,1.4,1.2,13.0,0.2,15.4,11.84,25.4,16.6,203.8,1.2,0.0,42.980000000000004
Ben Skowronek,27,PIT,WR,13.666666666666666,4.0,1.0,8.666666666666666,0.3333333333333333,17.333333333333332,10.566666666666666,26.0,18.333333333333332,179.0,0.6666666666666666,0.0,39.233333333333334
Luke Farrell,27,JAX,TE,17.0,5.333333333333333,0.0,0.0,0.0,9.666666666666666,9.166666666666666,12.0,9.666666666666666,87.33333333333333,0.0,0.0,18.4
River Cracraft,30,MIA,WR,7.5,0.3333333333333333,0.0,0.0,0.0,5.166666666666667,10.225,7.333333333333333,5.166666666666667,55.0,0.5,0.0,13.666666666666668
Tyler Higbee,31,LAR,TE,14.0,14.0,0.125,0.125,0.0,43.75,10.375,62.875,43.875,448.0,2.875,0.25,105.30000000000001
Pharaoh Brown,30,SEA,TE,12.625,7.625,0.0,0.0,0.0,10.5,10.712499999999999,15.0,10.5,108.5,0.375,0.375,22.85
Michael Woods II,24,CLE,WR,5.0,2.0,0.0,0.0,0.0,7.0,9.3,17.0,7.0,65.0,0.0,0.0,13.5
Jared Goff,30,DET,QB,15.875,15.875,33.5,1.5,0.125,0.25,6.0,0.25,33.75,68.375,1.5,8.125,-0.16250000000000142
Jacoby Brissett,32,NWE,QB,10.5,6.375,28.625,0.25,0.0,0.125,2.0,0.125,28.75,112.0,1.75,3.875,14.075000000000003
Jalin Hyatt,23,NYG,WR,16.0,3.0,0.0,0.0,0.0,8.0,7.8,19.0,8.0,62.0,0.0,0.0,14.2
DeeJay Dallas,26,ARI,RB,16.5,0.0,21.75,74.0,0.25,11.75,5.425,13.5,33.5,176.25,0.75,1.25,31.375
Hunter Long,26,LAR,TE,10.0,1.0,0.0,0.0,0.0,2.3333333333333335,8.6,3.0,2.3333333333333335,20.0,0.0,0.0,4.333333333333334
Gardner Minshew II,28,LVR,QB,9.0,6.8,19.6,0.0,0.0,0.2,0.0,0.2,19.8,67.0,1.0,4.8,3.3000000000000007
Keaton Mitchell,22,BAL,RB,5.0,0.0,15.0,28.0,0.0,1.0,28.0,1.0,16.0,58.0,0.0,0.0,6.800000000000001
K.J. Osborn,27,WAS,WR,11.0,6.333333333333333,0.6666666666666666,2.6666666666666665,0.0,28.666666666666668,10.280000000000001,47.166666666666664,29.333333333333332,329.1666666666667,2.8333333333333335,0.3333333333333333,77.91666666666667
Odell Beckham Jr.,32,MIA,WR,11.0,9.0,1.6363636363636365,13.545454545454545,0.09090909090909091,48.0,12.872727272727273,83.0909090909091,49.63636363636363,669.8181818181819,4.818181818181818,0.8181818181818182,142.25454545454548
Tony Jones,27,ARI,RB,4.75,0.75,16.25,20.375,0.0,3.625,5.671428571428572,5.5,19.875,74.75,0.625,0.0,14.850000000000001
Dak Prescott,31,DAL,QB,13.25,13.25,45.375,1.375,0.125,0.125,11.0,0.25,45.5,208.375,3.0,6.375,26.212500000000006
Durham Smythe,29,MIA,TE,16.166666666666668,12.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,21.0,8.799999999999999,27.333333333333332,21.666666666666668,197.0,0.6666666666666666,0.0,44.7
Peyton Hendershot,25,KAN,TE,7.5,1.0,0.5,0.0,0.0,4.5,9.85,6.0,5.0,44.5,0.0,0.0,8.95
Blake Whiteheart,24,CLE,TE,11.0,2.0,0.0,0.0,0.0,6.0,8.5,9.0,6.0,51.0,1.0,0.0,17.1
Mike Boone,29,CAR,RB,10.666666666666666,0.3333333333333333,17.666666666666668,30.5,0.0,4.0,6.016666666666667,5.833333333333333,21.666666666666668,121.0,0.6666666666666666,0.16666666666666666,19.76666666666667
Tay Martin,27,TEN,WR,1.0,0.0,0.0,0.0,0.0,0.5,49.0,1.0,0.5,24.5,0.5,0.0,5.95
Tua Tagovailoa,26,MIA,QB,13.5,13.25,29.25,0.0,0.0,0.0,,0.0,29.25,80.25,0.75,8.75,-4.975
Tyquan Thornton,24,NWE,WR,7.5,2.0,1.5,25.5,0.0,8.5,9.4,15.5,10.0,94.5,0.0,0.0,17.950000000000003
Kenny Yeboah,26,NYJ,TE,8.0,0.6666666666666666,0.0,0.0,0.0,2.3333333333333335,11.7,4.0,2.3333333333333335,25.0,0.3333333333333333,0.0,6.833333333333334
Charlie Woerner,27,ATL,TE,16.75,3.0,0.0,0.0,0.0,3.75,9.233333333333334,5.75,3.75,32.5,0.0,0.0,7.0
C.J. Ham,31,MIN,FB,16.285714285714285,5.714285714285714,4.571428571428571,14.428571428571429,0.42857142857142855,10.714285714285714,7.885714285714286,14.142857142857142,15.285714285714286,100.42857142857143,0.7142857142857143,0.2857142857142857,24.47142857142857
Luke Musgrave,24,GNB,TE,7.0,3.0,0.0,0.0,0.0,7.0,6.4,10.0,7.0,45.0,0.0,0.0,11.5
D'Wayne Eskridge,27,MIA,WR,6.666666666666667,0.0,1.3333333333333333,5.0,0.0,3.3333333333333335,11.5,5.666666666666667,4.666666666666667,39.0,0.0,0.0,7.233333333333334
Xavier Gipson,23,NYJ,WR,17.0,0.0,1.0,5.0,0.0,6.0,6.5,10.0,7.0,44.0,1.0,4.0,8.399999999999999
J.J. Taylor,26,HOU,RB,3.6666666666666665,0.0,13.0,5.333333333333333,0.0,2.3333333333333335,3.3333333333333335,2.6666666666666665,15.333333333333334,35.333333333333336,0.6666666666666666,0.3333333333333333,9.200000000000001
Cody White,26,SEA,WR,2.5,0.5,0.0,0.0,0.0,1.5,12.0,2.0,1.5,23.0,0.0,0.0,3.8000000000000003
Ben Sims,24,GNB,TE,17.0,5.0,0.0,0.0,0.0,4.0,10.5,5.0,4.0,42.0,0.0,0.0,8.2
Tim Jones,26,JAX,WR,17.0,1.0,0.0,0.0,0.0,7.0,10.6,11.5,7.0,62.0,0.0,0.0,13.2
Trey Lance,24,DAL,QB,3.0,1.5,13.5,0.0,0.0,0.0,,0.0,13.5,54.0,0.0,0.5,4.4
Terrace Marshall Jr.,24,LVR,WR,10.0,4.666666666666667,0.0,0.0,0.0,16.666666666666668,12.833333333333334,28.666666666666668,16.666666666666668,223.33333333333334,0.3333333333333333,1.0,39.0
Matthew Stafford,36,LAR,QB,14.133333333333333,14.133333333333333,28.066666666666666,-0.2,0.0,0.13333333333333333,-1.5,0.26666666666666666,28.2,83.0,0.8666666666666667,5.4,2.833333333333332
Connor Heyward,25,PIT,TE,17.0,6.0,0.5,0.0,0.0,14.5,7.0,21.0,15.0,103.5,0.5,0.0,27.85
MyCole Pruitt,32,PIT,TE,9.909090909090908,3.727272727272727,0.0,0.0,0.0,6.2727272727272725,9.430000000000001,8.363636363636363,6.2727272727272725,64.72727272727273,1.1818181818181819,0.09090909090909091,19.654545454545453
Austin Trammell,26,JAX,WR,8.5,0.0,0.0,0.0,0.0,3.0,13.65,5.0,3.0,34.5,0.0,2.0,2.45
Davis Allen,23,LAR,TE,15.0,5.0,0.0,0.0,0.0,6.0,6.5,13.0,6.0,39.0,0.0,0.0,9.9
Tucker Fisk,25,LAC,TE,9.0,5.0,0.0,0.0,0.0,7.0,5.6,8.0,7.0,39.0,0.0,0.0,10.9
Dan Chisena,27,CAR,WR,4.5,0.0,0.0,0.0,0.0,0.5,12.3,0.6666666666666666,0.5,6.166666666666667,0.0,0.0,1.1166666666666667
Laviska Shenault Jr.,26,LAC,WR,10.166666666666666,3.0,5.666666666666667,27.166666666666668,0.16666666666666666,18.333333333333332,8.06,25.333333333333332,24.0,197.66666666666666,0.3333333333333333,1.0,38.099999999999994
Gerald Everett,30,CHI,TE,15.428571428571429,6.857142857142857,1.5714285714285714,6.857142857142857,0.14285714285714285,39.42857142857143,9.014285714285714,57.857142857142854,41.0,381.85714285714283,2.5714285714285716,0.8571428571428571,91.32857142857144
Quintin Morris,25,BUF,TE,15.5,1.5,0.0,0.0,0.0,3.5,10.1,5.5,3.5,31.0,1.0,0.0,12.6
Desmond Ridder,25,LVR,QB,10.5,7.0,31.0,-3.0,0.0,0.5,-6.0,0.5,31.5,111.5,2.5,7.5,11.649999999999999
Treylon Burks,24,TEN,WR,8.0,5.5,3.5,9.5,0.0,10.0,11.15,19.0,13.5,137.0,0.0,0.0,23.700000000000003
Britain Covey,27,PHI,WR,5.0,1.0,0.0,0.0,0.0,7.0,4.9,8.0,7.0,34.0,0.0,0.0,10.4
Andy Dalton,37,CAR,QB,12.23076923076923,11.692307692307692,34.23076923076923,0.8461538461538461,0.07692307692307693,0.23076923076923078,3.6666666666666665,0.23076923076923078,34.46153846153846,105.38461538461539,1.6923076923076923,3.6923076923076925,13.538461538461538
Travis Homer,26,CHI,RB,11.8,0.2,14.2,83.8,0.4,8.8,8.4,10.4,23.0,156.2,0.6,0.2,27.620000000000005
Tommy DeVito,26,NYG,QB,3.0,2.0,8.0,0.0,0.0,0.0,,0.0,8.0,32.0,0.0,0.0,3.2
Jermar Jefferson,24,DET,RB,2.0,0.0,6.0,10.0,0.0,1.0,10.0,1.0,7.0,32.0,0.0,0.0,4.2
Alex Bachman,28,LVR,WR,4.5,0.5,0.5,-1.5,0.0,1.5,10.3,1.5,2.0,14.0,0.0,0.0,2.9000000000000004
DJ Chark,28,LAC,WR,10.833333333333334,8.5,0.3333333333333333,3.3333333333333335,0.0,33.666666666666664,14.766666666666666,60.166666666666664,34.0,491.0,4.0,0.3333333333333333,106.1
Parris Campbell,27,PHI,WR,8.4,4.8,1.4,14.8,0.0,21.0,9.620000000000001,31.0,22.4,212.8,1.0,0.2,47.88
Dalvin Cook,29,DAL,RB,11.222222222222221,7.777777777777778,150.0,207.77777777777777,0.5555555555555556,26.77777777777778,7.5249999999999995,34.666666666666664,176.77777777777777,884.1111111111111,5.555555555555555,2.4444444444444446,143.63333333333335
Chris Manhertz,32,NYG,TE,13.7,6.4,0.0,0.0,0.0,2.9,11.222222222222221,4.4,2.9,30.1,0.3,0.0,7.71
Aidan O'Connell,26,LVR,QB,9.0,7.0,21.0,0.0,0.0,0.0,,0.0,21.0,30.0,1.0,2.0,5.0
Allen Robinson,31,DET,WR,12.9,11.4,0.3,1.0,0.0,51.7,12.360000000000001,87.6,52.0,652.0,4.1,0.2,141.1
Will Mallory,25,IND,TE,10.0,0.0,0.0,0.0,0.0,4.0,7.3,8.0,4.0,29.0,0.0,0.0,6.9
Greg Dulcich,24,NYG,TE,5.0,1.75,0.0,0.0,0.0,3.25,6.5,7.0,3.25,20.25,0.0,0.0,5.275
David Bell,24,CLE,WR,8.0,1.5,0.0,0.0,0.0,8.5,10.45,13.0,8.5,97.0,1.5,0.0,27.200000000000003
Deven Thompkins,25,CAR,WR,12.0,0.5,5.0,31.5,0.0,10.5,4.95,14.5,15.5,83.0,0.5,1.5,18.8
Joe Flacco,39,IND,QB,11.25,10.9375,20.875,-0.6875,0.0,0.0625,-8.0,0.0625,20.9375,43.6875,0.875,5.75,-1.8187499999999996
Joshua Dobbs,29,SFO,QB,5.166666666666667,4.5,28.833333333333332,0.0,0.0,0.0,,0.0,28.833333333333332,155.0,2.3333333333333335,5.666666666666667,18.166666666666664
Marcus Jones,26,NWE,CB,14.0,9.0,1.0,5.0,0.0,1.0,18.0,1.0,2.0,23.0,0.0,2.0,-0.6999999999999997
Ronnie Bell,24,SFO,WR,9.0,0.0,0.0,0.0,0.0,2.0,11.0,6.0,2.0,22.0,0.0,0.0,4.2
Patrick Ricard,30,BAL,FB,15.0,8.714285714285714,1.4285714285714286,2.7142857142857144,0.0,6.285714285714286,7.199999999999999,8.714285714285714,7.714285714285714,46.0,0.7142857142857143,0.14285714285714285,14.885714285714284
Jonathan Ward,27,PIT,RB,6.666666666666667,0.0,4.5,8.0,0.0,1.1666666666666667,6.1000000000000005,1.6666666666666667,5.666666666666667,27.333333333333332,0.0,0.0,3.9000000000000004
Shane Zylstra,28,DET,TE,12.5,1.5,0.0,0.0,0.0,6.0,13.75,8.0,6.0,41.0,2.0,0.0,22.1
Ashtyn Davis,28,NYJ,S,16.0,3.0,1.5,0.0,0.0,0.0,,0.0,1.5,12.0,0.0,0.5,0.20000000000000018
James Proche,28,CLE,WR,12.0,0.25,0.0,0.0,0.0,6.75,9.133333333333333,11.25,6.75,71.25,0.0,0.5,12.875
Taylor Heinicke,31,LAC,QB,6.833333333333333,4.833333333333333,18.833333333333332,-0.3333333333333333,0.0,0.16666666666666666,-2.0,0.16666666666666666,19.0,100.66666666666667,0.5,2.6666666666666665,7.900000000000001
Velus Jones Jr.,27,CAR,WR,5.0,0.0,3.5,9.0,0.0,1.5,7.0,2.25,5.0,27.25,0.0,0.5,3.2249999999999996
Velus Jones Jr.,27,CAR,WR,5.0,0.0,3.5,9.0,0.0,1.5,7.0,2.25,5.0,27.25,0.0,0.5,3.2249999999999996
Velus Jones Jr.,27,CAR,WR,5.0,0.0,3.5,9.0,0.0,1.5,7.0,2.25,5.0,27.25,0.0,0.5,3.2249999999999996
Cooper Rush,31,DAL,QB,8.25,3.5,14.0,0.0,0.0,0.0,,0.0,14.0,2.75,0.0,3.0,-5.725
Kristian Wilkerson,27,LVR,WR,2.6666666666666665,0.6666666666666666,0.0,0.0,0.0,2.0,9.75,3.6666666666666665,2.0,20.0,1.0,0.0,10.0
Chris Blair,27,ATL,WR,4.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.0,2.7
Mason Kinsey,26,TEN,WR,6.0,0.0,0.0,0.0,0.0,1.5,7.25,1.5,1.5,11.5,0.0,0.0,2.6500000000000004
Tanner Conner,26,MIA,TE,5.5,0.5,0.0,0.0,0.0,1.5,5.3,2.0,1.5,8.0,0.0,0.0,2.3
Anthony Miller,30,BAL,WR,6.666666666666667,2.5,0.5,1.8333333333333333,0.0,19.0,8.216666666666667,31.0,19.5,203.0,1.0,0.5,44.3
Trenton Irwin,29,CIN,WR,8.0,1.8,0.2,2.2,0.0,9.2,11.0,14.4,9.4,122.4,1.0,0.4,26.64
Kenny Pickett,26,PHI,QB,8.5,6.5,25.5,0.0,0.0,0.0,,0.0,25.5,34.5,1.0,1.5,6.449999999999999
Josiah Deguara,27,JAX,TE,15.75,2.25,0.0,0.0,0.0,12.25,7.8500000000000005,14.75,12.25,109.5,0.5,0.0,26.200000000000003
Tyrod Taylor,35,NYJ,QB,7.0,4.461538461538462,31.23076923076923,0.7692307692307693,0.0,0.15384615384615385,5.0,0.23076923076923078,31.384615384615383,176.07692307692307,1.4615384615384615,2.3076923076923075,21.915384615384617
Feleipe Franks,27,CAR,TE,13.5,0.5,0.5,6.0,0.0,0.5,12.0,2.5,1.0,6.0,0.0,0.0,1.1
Isaiah Hodgins,26,NYG,WR,8.0,3.8,0.0,0.0,0.0,19.4,9.7,26.2,19.4,205.2,2.2,0.6,51.92
Davis Mills,26,HOU,QB,8.333333333333334,5.0,12.333333333333334,0.0,0.0,0.0,,0.0,12.333333333333334,42.666666666666664,0.6666666666666666,2.6666666666666665,2.9333333333333327
Trent Taylor,30,SFO,WR,10.833333333333334,0.3333333333333333,0.8333333333333334,2.1666666666666665,0.0,7.5,11.74,13.0,8.333333333333334,71.33333333333333,0.16666666666666666,0.8333333333333334,13.966666666666667
Myles Gaskin,27,MIN,RB,6.0,2.4285714285714284,46.857142857142854,94.42857142857143,0.8571428571428571,13.571428571428571,8.075,16.714285714285715,60.42857142857143,268.85714285714283,1.7142857142857142,0.5714285714285714,49.599999999999994
Jack Stoll,26,MIA,TE,11.2,5.0,0.0,0.0,0.0,4.0,7.199999999999999,5.6,4.0,36.2,0.0,0.0,7.620000000000001
Tim Boyle,30,NYG,QB,3.2857142857142856,0.7142857142857143,3.857142857142857,0.0,0.0,0.0,,0.0,3.857142857142857,3.5714285714285716,0.0,0.5714285714285714,-0.7857142857142856
Tim Boyle,30,NYG,QB,3.2857142857142856,0.7142857142857143,3.857142857142857,0.0,0.0,0.0,,0.0,3.857142857142857,3.5714285714285716,0.0,0.5714285714285714,-0.7857142857142856
Tim Boyle,30,NYG,QB,3.2857142857142856,0.7142857142857143,3.857142857142857,0.0,0.0,0.0,,0.0,3.857142857142857,3.5714285714285716,0.0,0.5714285714285714,-0.7857142857142856
Brandon Johnson,26,PIT,WR,8.0,1.0,0.0,0.0,0.0,10.0,11.95,15.5,10.0,146.5,2.0,0.0,36.65
Dan Skipper,30,DET,T,7.75,1.375,0.0,0.0,0.0,0.25,6.5,0.25,0.25,1.625,0.125,0.0,1.1625
Eric Tomlinson,32,LAC,TE,8.5,4.5,0.0,0.0,0.0,2.5,6.628571428571429,3.9166666666666665,2.5,24.166666666666668,0.25,0.0,6.416666666666667
Tristan Wirfs,25,TAM,T,15.75,15.75,0.0,0.0,0.0,0.0,,0.0,0.0,2.25,0.0,0.25,-0.275
Chris Collier,24,LVR,RB,4.0,0.0,2.5,-2.0,0.0,0.5,-4.0,1.0,3.0,4.0,0.0,0.0,0.9
Tyrion Davis-Price,24,PHI,RB,1.0,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,14.0,0.0,0.0,1.4000000000000001
Reggie Gilliam,27,BUF,FB,15.75,2.25,1.5,2.5,0.0,3.0,6.433333333333334,4.0,4.5,26.25,0.25,0.0,7.125
Brevin Jordan,24,HOU,TE,9.0,3.3333333333333335,0.0,0.0,0.0,11.0,8.5,17.333333333333332,11.0,118.0,0.6666666666666666,0.0,26.8
Geoff Swaim,31,CLE,TE,11.555555555555555,7.333333333333333,0.0,0.0,0.0,12.222222222222221,8.38888888888889,15.444444444444445,12.222222222222221,94.77777777777777,0.6666666666666666,0.0,25.7
Ian Thomas,28,CAR,TE,13.833333333333334,8.0,0.0,0.0,0.0,13.833333333333334,8.183333333333332,22.666666666666668,13.833333333333334,121.5,0.3333333333333333,0.16666666666666666,27.650000000000002
Jaelon Darden,25,CLE,WR,11.25,0.5,0.5,1.0,0.0,1.5,9.5,1.5,2.0,17.0,0.0,0.0,3.2
Collin Johnson,27,CHI,WR,8.0,0.3333333333333333,0.0,0.0,0.0,4.333333333333333,8.833333333333334,8.0,4.333333333333333,40.666666666666664,0.0,0.0,8.399999999999999
John Ross,29,PHI,WR,7.0,4.0,1.6,5.8,0.0,12.6,12.6,28.6,14.2,198.4,2.2,0.4,44.84000000000001
Isaiah Williams,23,DET,WR,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,6.0,0.0,0.0,2.6
Mike Caliendo,27,KAN,OL,17.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,0.0,0.0,1.5
Robbie Chosen,31,MIA,WR,12.2,8.5,1.3,5.6,0.0,35.8,14.35,64.8,37.1,483.8,2.9,0.6,100.38000000000001
Ross Dwelley,29,ATL,TE,15.0,2.8333333333333335,0.0,0.0,0.0,7.166666666666667,13.966666666666667,9.833333333333334,7.166666666666667,84.83333333333333,0.8333333333333334,0.0,20.65
Jody Fortson,29,KAN,TE,8.0,0.5,0.0,0.0,0.0,5.0,8.5,8.0,5.0,56.5,1.0,0.5,15.649999999999999
Jimmy Garoppolo,33,LAR,QB,7.6,6.4,17.7,-0.3,0.0,0.2,-1.5,0.2,17.9,25.7,0.7,3.1,0.7699999999999996
Charlie Jones,26,CIN,WR,8.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,0.0,2.0,-2.5
Tyler Scott,23,CHI,WR,11.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,0.0,0.0,1.5
Jarrett Stidham,28,DEN,QB,4.0,1.0,8.5,0.0,0.0,0.0,,0.0,8.5,26.0,0.0,1.0,0.6000000000000001
Brandon Allen,32,SFO,QB,3.75,1.75,6.5,0.0,0.0,0.0,,0.25,6.5,7.25,0.0,1.0,-1.275
Vederian Lowe,25,NWE,T,12.5,10.5,0.0,0.0,0.0,0.5,4.0,0.5,0.5,2.0,0.5,0.0,3.7
Skylar Thompson,27,MIA,QB,3.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,4.0,0.0,2.0,-3.6
Ke'Shawn Vaughn,27,SFO,RB,9.0,0.25,19.75,11.75,0.0,2.25,4.6000000000000005,4.25,22.0,81.5,0.5,0.0,13.4
Darrynton Evans,26,CHI,RB,4.333333333333333,0.0,13.833333333333334,23.666666666666668,0.0,2.8333333333333335,13.125,4.5,16.666666666666668,76.33333333333333,0.3333333333333333,0.0,12.466666666666667
Jake Brendel,32,SFO,OL,14.5,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.6333333333333333
John FitzPatrick,24,GNB,TE,9.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.2
Sam Howell,24,SEA,QB,9.5,8.5,24.5,2.0,0.0,0.5,4.0,0.5,25.0,134.5,2.5,2.0,24.950000000000003
Sam Hubbard,29,CIN,DE,14.0,14.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,7.2
Joshua Kelley,27,TEN,RB,10.75,1.0,52.5,42.75,0.0,6.75,6.266666666666667,10.75,59.25,241.75,1.0,0.5,35.925
Marcedes Lewis,40,CHI,TE,15.0,12.555555555555555,0.0,0.0,0.0,23.555555555555557,11.022222222222222,39.77777777777778,23.555555555555557,277.1666666666667,2.1666666666666665,0.2777777777777778,63.71666666666667
Bailey Zappe,25,CLE,QB,5.5,3.5,9.5,0.0,0.0,0.0,,0.0,9.5,42.5,0.5,1.0,5.25
Josh Johnson,38,BAL,QB,4.666666666666667,0.6666666666666666,7.666666666666667,0.0,0.0,0.0,,0.3333333333333333,7.666666666666667,34.0,0.1111111111111111,0.8888888888888888,2.2888888888888896
Wanya Morris,24,KAN,OL,17.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.1
Jalen Reeves-Maybin,29,DET,LB,10.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.1
Trenton Scott,30,WAS,T,13.166666666666666,3.6666666666666665,0.0,0.0,0.0,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.1833333333333333
Mitchell Trubisky,30,BUF,QB,9.428571428571429,6.428571428571429,30.571428571428573,0.0,0.0,0.0,,0.0,30.571428571428573,132.28571428571428,1.5714285714285714,2.7142857142857144,17.228571428571428
Brenden Bates,25,CLE,TE,3.5,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0
Andrew Beck,28,HOU,FB,8.285714285714286,2.2857142857142856,1.0,0.42857142857142855,0.14285714285714285,2.2857142857142856,9.4,4.0,3.2857142857142856,18.142857142857142,0.42857142857142855,0.14285714285714285,6.385714285714285
Andrew Beck,28,HOU,FB,8.285714285714286,2.2857142857142856,1.0,0.42857142857142855,0.14285714285714285,2.2857142857142856,9.4,4.0,3.2857142857142856,18.142857142857142,0.42857142857142855,0.14285714285714285,6.385714285714285
Andrew Beck,28,HOU,FB,8.285714285714286,2.2857142857142856,1.0,0.42857142857142855,0.14285714285714285,2.2857142857142856,9.4,4.0,3.2857142857142856,18.142857142857142,0.42857142857142855,0.14285714285714285,6.385714285714285
Braxton Berrios,29,MIA,WR,14.2,1.2,4.0,34.2,0.8,25.6,9.225000000000001,37.8,29.6,275.8,2.0,0.6,63.980000000000004
Irvin Charles,27,NYJ,WR,13.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
Kirk Cousins,36,ATL,QB,13.416666666666666,13.166666666666666,27.0,-0.08333333333333333,0.0,0.08333333333333333,-1.0,0.16666666666666666,27.083333333333332,77.91666666666667,1.5833333333333333,8.583333333333334,0.20833333333333215
Taylor Decker,31,DET,T,13.75,13.75,0.0,0.0,0.0,0.375,6.5,0.5,0.375,1.875,0.25,0.0,2.0625
Erik Ezukanma,24,MIA,WR,2.0,0.0,2.5,0.0,0.0,0.0,,1.5,2.5,11.0,0.0,0.0,1.1
C.J. Goodwin,34,DAL,CB,17.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
Tom Kennedy,28,DET,WR,7.666666666666667,0.3333333333333333,0.0,0.0,0.0,4.666666666666667,13.3,8.666666666666666,4.666666666666667,65.0,0.0,0.0,11.166666666666668
Jordan Matthews,32,CAR,TE,6.181818181818182,3.4545454545454546,0.0,0.0,0.0,19.181818181818183,10.933333333333332,30.181818181818183,19.181818181818183,222.63636363636363,1.2727272727272727,0.36363636363636365,48.354545454545466
Skyy Moore,24,KAN,WR,10.0,4.0,1.5,11.5,0.0,10.5,11.6,20.5,12.0,133.5,0.5,0.0,26.85
